"id","title","icon96x96","src","_blank","appid","cat"
"HA200","Reembolso de gastos de empleado","/$/rhgt/img/icons/reeg.png","/!/rhgt/reeg/","0","rhgt.reeg","0020"
"HA201","Configuración de tesorería de recursos humanos","/$/rhgt/img/icons/rhgt_config.png","/!/rhgt/rhgt_config/","0","rhgt.rhgt_config","0020"
