"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Codigo","Descripcion","Notas","sys_recver","sys_deleted","sys_lock"
"1","2017-05-13 12:22:25","61A9A134A18446888BBAF297748E526F","2008-04-01 11:47:47",\N,\N,"0","2008-04-01 11:47:47",\N,"0001","Tipo de proveedor predeterminado",\N,"0",\N,\N
